Country,Region,Income_Level,Year,TB_Cases,TB_Deaths,TB_Incidence_Rate,TB_Mortality_Rate,TB_Treatment_Success_Rate,Drug_Resistant_TB_Cases,HIV_CoInfected_TB_Cases,Population,GDP_Per_Capita,Health_Expenditure_Per_Capita,Urban_Population_Percentage,Malnutrition_Prevalence,Smoking_Prevalence,TB_Doctors_Per_100K,TB_Hospitals_Per_Million,Access_To_Health_Services,BCG_Vaccination_Coverage,HIV_Testing_Coverage
Brazil,Europe,Lower-Middle,2000,15979,9031,477.79,22.78,64.99,4262,2995,1330636493,40626,528,40.14,23.97,35.27,6.02,19.24,49.39,56.52,60.97
USA,South America,Upper-Middle,2005,28967,4698,351.38,1.59,50.47,98,5715,1120204789,15087,893,29.05,30.22,24.31,1.18,16.37,83.35,56.18,32.65
Bangladesh,South America,High,2017,23902,4989,274.21,7.52,94.17,2259,1154,253677889,6357,1675,54.34,15.28,13.63,7.85,17.69,97.86,92.46,79.56
Russia,Europe,Low,2021,7710,8900,260.15,42.63,72.18,989,7640,1376680599,34292,1930,85.25,23.55,12.31,4.45,14.0,66.02,71.19,71.13
Russia,Europe,High,2008,46202,8074,88.06,48.92,92.23,471,715,756405262,42942,8746,27.05,20.16,31.35,0.12,1.26,53.73,77.43,35.54
USA,South America,Lower-Middle,2023,37224,7907,192.37,8.74,74.72,3562,2434,818888303,22648,8351,50.86,34.5,5.45,4.2,11.71,88.04,95.66,63.66
Pakistan,Africa,Low,2024,6557,1068,339.66,27.24,77.25,2766,1944,1167586336,54861,9647,21.57,49.31,37.0,5.21,15.07,34.7,62.51,55.65
Brazil,South America,High,2014,31416,2003,463.04,48.35,82.04,3638,2494,866260342,36822,4542,73.96,41.6,5.64,0.78,18.86,36.52,87.43,38.12
Russia,North America,High,2007,27768,9432,410.07,8.67,64.44,2511,7006,1271243851,10471,3530,64.89,13.65,27.08,1.6,11.62,54.18,73.05,82.52
Brazil,South America,High,2018,44478,3707,157.19,10.13,81.45,389,1755,35705651,12408,8592,68.98,31.0,26.17,9.94,15.99,61.39,60.42,30.35
Russia,Africa,High,2023,47858,4896,222.64,46.41,73.71,4506,5774,893764398,55868,9799,53.06,7.99,25.24,8.72,14.25,85.85,91.8,52.72
Indonesia,North America,Low,2015,23759,2346,50.63,35.58,80.26,4656,9171,575997700,21702,3092,83.53,16.11,21.6,1.42,5.98,94.77,83.32,60.8
Pakistan,Asia,Lower-Middle,2005,14364,824,60.06,8.45,87.61,2993,2556,291702080,27192,2886,48.67,12.75,34.84,5.85,3.52,67.19,54.65,77.65
Indonesia,Asia,High,2005,34793,2861,240.41,20.28,58.29,3070,5638,783363336,5066,8128,55.99,20.1,28.08,3.85,15.14,64.7,76.55,30.51
Russia,Africa,Low,2021,46545,9622,269.81,3.76,77.61,2960,787,72663206,31519,7924,68.67,35.55,32.37,5.48,5.06,44.91,91.74,62.64
Bangladesh,South America,Lower-Middle,2002,7543,3232,139.37,22.2,52.35,4550,9535,1138147169,14522,6614,56.44,27.47,9.04,4.76,5.27,61.58,53.28,20.46
Bangladesh,Europe,High,2009,41973,7917,324.96,39.12,54.6,3740,3124,1299668764,54977,3678,33.25,46.98,6.75,0.58,13.06,94.66,70.4,77.58
Indonesia,Africa,Lower-Middle,2000,39393,4379,354.66,28.14,80.36,4434,2946,887428144,44425,5067,42.19,14.57,6.0,3.22,15.89,57.5,89.46,36.43
Bangladesh,North America,Lower-Middle,2013,41142,6217,156.57,32.72,53.19,1941,4120,1160462189,44220,8352,26.46,21.39,10.15,1.34,11.86,44.75,92.06,70.46
Russia,North America,Low,2003,13029,3147,381.63,17.01,76.79,3431,1355,99379962,40162,7656,50.28,19.84,28.35,4.94,17.76,53.61,87.99,62.13
USA,Asia,Lower-Middle,2011,31368,1454,110.75,8.91,59.9,2000,2051,284025298,27530,1251,62.66,15.62,22.29,9.08,4.62,66.02,64.98,23.51
Indonesia,North America,Low,2005,26809,5151,276.68,1.64,63.68,4875,2684,875487195,40350,6053,28.3,49.69,31.33,9.96,5.42,71.9,74.84,32.83
China,Africa,High,2010,23784,1419,404.1,41.24,55.83,3866,7514,155875490,45214,60,64.14,22.43,11.71,9.45,12.92,60.27,86.32,38.74
Pakistan,North America,Lower-Middle,2011,48223,5547,273.13,32.2,61.19,1492,9757,367142708,59789,9831,82.5,47.32,17.84,9.86,16.67,83.1,57.48,82.07
Bangladesh,Africa,Lower-Middle,2009,35768,6715,454.9,12.24,86.96,2555,699,881829234,20252,1551,43.64,22.57,36.1,0.25,11.02,70.91,79.15,53.66
Bangladesh,Europe,Upper-Middle,2017,3964,2114,38.67,21.5,78.75,4230,9736,752529455,35897,8370,35.54,14.18,37.75,7.32,0.7,76.55,85.3,83.95
India,Asia,High,2006,19143,2815,298.27,40.27,92.74,4309,7066,1012929109,56594,7955,82.51,10.36,37.26,2.8,13.7,90.4,91.65,23.32
South Africa,North America,High,2006,29765,2867,285.26,27.4,52.19,2825,129,1088039555,25604,3653,68.44,43.5,33.64,8.67,16.36,90.6,55.47,20.46
Indonesia,Africa,Upper-Middle,2010,16454,7841,333.57,15.71,85.66,652,6179,1349536711,21116,4245,27.38,6.44,29.09,8.16,5.89,44.25,66.15,86.38
Nigeria,South America,Upper-Middle,2003,24380,766,418.37,14.09,81.46,4695,5842,383954811,31438,339,48.57,48.4,36.98,4.29,1.56,73.63,76.54,70.67
Bangladesh,Asia,Low,2019,19543,4090,365.67,11.66,61.74,3928,1623,1002137955,7161,5738,67.19,23.82,30.0,4.79,10.6,80.16,84.35,74.83
Pakistan,Europe,Low,2000,755,1761,397.24,41.36,82.81,1596,7633,1090262296,57529,7443,60.21,16.13,38.39,2.72,1.32,40.21,85.77,84.11
China,Africa,Lower-Middle,2012,2002,9467,151.52,29.51,82.24,2419,3043,717565020,26547,9918,63.3,32.79,5.87,2.96,8.61,88.99,62.41,88.92
Bangladesh,Europe,Lower-Middle,2017,5156,5417,199.87,35.75,70.67,3859,2946,1073523831,39543,7655,59.7,10.98,37.26,9.81,0.85,42.63,50.68,26.84
China,Europe,Lower-Middle,2008,10802,6311,317.12,43.15,80.99,64,5669,784394641,43495,2743,75.86,8.25,24.45,8.9,4.89,85.95,84.0,31.08
Russia,North America,Lower-Middle,2023,5930,58,281.2,49.36,70.01,851,9351,578682307,46942,9612,42.43,42.25,8.91,2.0,8.08,41.3,94.55,33.2
Russia,North America,Low,2023,41866,8839,480.94,13.22,65.1,4597,5077,697889555,26443,8424,69.59,24.11,12.52,2.83,2.68,81.92,89.08,77.29
South Africa,Africa,High,2008,27925,4168,101.55,9.86,70.99,994,4812,1278912813,34987,400,89.38,28.32,34.83,1.18,2.73,40.37,80.5,44.89
USA,South America,Lower-Middle,2022,49244,6136,182.13,23.64,90.28,2630,9911,476209927,9733,3636,47.3,12.95,22.71,9.89,16.63,56.52,97.9,61.53
Nigeria,Africa,High,2008,2360,6433,290.65,2.72,67.31,2916,3168,983152154,3987,5965,75.37,7.76,39.4,9.08,1.31,40.05,71.22,79.87
India,South America,Lower-Middle,2009,6658,9850,435.3,39.79,68.17,2004,9568,668915686,25059,9643,37.23,21.55,9.11,5.57,13.93,48.95,75.73,67.82
South Africa,Europe,Upper-Middle,2001,6306,3717,465.38,44.3,77.38,1942,4500,780428770,6344,5634,39.73,27.78,19.44,6.96,16.38,98.92,50.6,24.58
Brazil,Asia,Lower-Middle,2005,21238,2296,174.66,34.62,83.88,2282,465,529756376,42019,2899,85.44,39.44,16.62,7.5,3.05,37.54,96.35,51.2
India,Africa,Lower-Middle,2014,17606,3676,42.88,14.13,83.06,112,7653,1206110772,26640,4485,21.82,27.55,23.06,2.12,4.31,58.45,78.58,24.73
Indonesia,Africa,Lower-Middle,2002,9974,2872,216.59,7.03,50.89,979,4630,332064781,11916,6454,35.22,40.21,27.17,9.35,13.01,77.38,69.15,53.52
Pakistan,South America,Low,2010,17497,8333,203.23,19.73,80.93,1081,8877,193845230,23359,3977,53.8,10.19,28.16,5.31,6.66,36.62,52.18,35.35
Brazil,Europe,Upper-Middle,2005,33099,900,493.38,41.83,70.27,746,9203,838783719,22753,6564,48.13,7.88,5.05,1.02,9.79,37.63,67.76,20.09
Brazil,Europe,Lower-Middle,2002,6290,1157,221.22,18.04,73.58,1375,9097,459348830,39730,7490,64.04,12.15,8.11,4.03,16.8,40.03,50.18,76.92
South Africa,South America,Lower-Middle,2023,10670,349,159.8,2.68,75.27,3640,5109,2034576,18684,5866,33.49,39.74,6.23,6.06,3.19,75.15,65.89,87.86
USA,Europe,High,2010,9504,8152,189.03,14.44,82.93,237,69,847066249,28346,6642,24.94,39.17,35.26,3.59,12.58,93.65,96.62,87.49
South Africa,North America,Upper-Middle,2014,43246,9719,204.49,49.51,87.41,3580,6209,268298683,30721,5875,45.85,11.36,15.97,7.02,18.88,87.82,57.56,40.94
Indonesia,Asia,Lower-Middle,2012,49982,5450,412.55,34.16,79.08,454,6321,902406735,43271,3538,56.7,6.39,17.85,8.83,1.62,98.81,76.73,78.01
Bangladesh,Africa,High,2019,26292,1132,49.7,45.14,75.38,1629,5541,1284317231,21959,1945,59.34,35.84,20.76,7.74,1.67,70.47,59.14,67.51
Bangladesh,Asia,High,2009,30716,8217,165.09,38.97,66.82,4703,2774,1001748611,15998,2958,62.1,43.49,34.73,6.46,11.32,97.3,88.39,76.01
USA,Africa,Low,2005,7732,9607,483.5,27.45,56.2,2214,7018,990178742,4762,1461,58.41,38.93,5.5,5.17,19.22,51.35,77.56,79.24
Indonesia,North America,High,2014,13174,2850,85.02,8.29,93.14,2713,1804,1336599940,33414,5507,37.2,14.13,9.15,2.62,4.8,59.51,59.91,88.62
USA,Europe,Lower-Middle,2024,16552,4001,373.87,18.08,70.78,3060,5696,1143431273,53480,4049,73.52,31.27,28.98,4.6,6.95,57.72,92.45,30.62
China,South America,Low,2017,49042,9017,184.63,29.6,75.48,3512,3497,8817325,46000,5498,26.14,39.08,38.74,3.0,2.42,33.32,88.42,73.88
Bangladesh,North America,Low,2017,6413,6818,295.07,43.66,83.8,3636,4997,1355917416,35385,8897,33.88,16.51,27.5,9.35,7.56,88.08,96.61,71.39
Brazil,Asia,Lower-Middle,2006,47370,1502,58.78,14.17,53.08,1191,3431,853672817,38715,6342,71.76,28.75,14.14,9.08,1.36,31.73,50.03,40.14
Nigeria,South America,Upper-Middle,2014,48657,1731,160.14,6.94,88.48,3266,6590,134503955,21898,8591,39.58,19.15,23.2,1.64,8.09,81.09,72.4,47.48
Pakistan,Europe,High,2017,28413,2353,255.42,28.38,85.87,807,5542,42806666,44123,7058,54.54,15.15,39.12,8.24,11.33,58.49,98.99,32.37
Indonesia,North America,Low,2017,11067,7207,123.53,9.65,84.85,844,1383,1021991156,30424,1193,42.9,48.63,23.48,7.06,19.51,30.44,89.75,83.93
India,South America,Upper-Middle,2019,38879,1901,275.52,30.91,50.99,3009,3563,655967992,55599,447,55.49,46.07,18.07,9.75,16.46,50.3,90.73,81.55
USA,North America,Lower-Middle,2008,9932,1947,117.68,13.91,73.69,2042,3682,282954114,818,695,44.27,25.06,18.42,4.69,16.53,54.23,80.44,62.98
Pakistan,North America,High,2023,819,5875,328.55,12.32,52.44,4462,8154,1310887119,12661,7656,89.59,11.16,38.85,7.25,4.95,97.53,84.93,55.81
India,Europe,High,2001,24969,9569,453.13,20.56,74.79,2774,9284,563562995,12823,4182,45.02,37.76,30.16,5.23,2.2,76.28,89.46,36.3
Pakistan,Africa,Low,2007,45954,8856,51.89,30.07,82.33,2419,9135,142063267,6249,2284,63.89,16.51,29.05,0.79,12.26,68.05,54.52,75.27
Nigeria,South America,High,2019,26990,294,116.14,27.72,55.48,3694,5447,1398359575,33522,9725,82.18,12.58,13.12,0.56,10.66,38.89,83.94,20.57
India,Europe,High,2001,21084,8998,423.77,12.99,81.27,3285,8173,760835886,10028,2012,64.66,22.17,24.58,1.31,10.57,57.38,89.95,52.4
South Africa,North America,High,2010,5291,9065,319.46,44.66,70.23,17,7456,920498657,21941,859,59.61,28.84,17.49,3.03,2.63,32.5,52.0,80.24
Russia,Europe,High,2006,32236,3857,48.57,6.38,86.52,2529,8759,547417363,9026,6523,59.85,9.38,13.41,2.67,10.13,83.32,64.56,63.29
South Africa,Africa,Lower-Middle,2005,829,2829,248.31,2.93,74.01,2229,5975,345336498,44551,7533,54.75,30.73,36.34,7.31,3.43,41.39,65.88,64.46
Bangladesh,South America,Upper-Middle,2009,9351,1896,112.78,30.53,65.13,3884,5925,856330359,37661,4465,76.53,5.69,18.41,7.19,8.73,71.61,91.87,24.95
Russia,Africa,Lower-Middle,2004,44578,7071,107.56,7.05,64.94,3738,9744,74363634,1544,6668,23.53,45.13,14.9,9.72,1.71,78.96,88.24,40.07
South Africa,Asia,Lower-Middle,2010,23626,9482,470.92,25.74,90.39,3339,6125,383370352,13265,8755,81.96,46.43,37.61,3.17,17.21,55.66,82.16,67.17
Russia,South America,Low,2000,21800,523,383.16,47.64,70.38,3381,5104,1127636028,18675,8575,61.04,37.99,11.91,9.39,0.76,74.28,89.43,23.47
Russia,Africa,High,2001,10664,4181,351.15,35.23,68.26,623,2392,896526673,49387,4869,79.42,25.99,31.09,6.17,18.82,83.5,72.22,43.17
Brazil,North America,Lower-Middle,2023,25009,1842,127.08,31.26,51.79,698,4108,239965027,52171,57,20.73,16.47,27.85,5.0,17.33,42.89,92.87,44.78
USA,South America,High,2000,6203,1784,68.1,29.17,66.39,907,9209,394268084,1461,5865,80.85,38.49,37.22,6.71,15.18,72.06,61.48,54.91
USA,South America,Lower-Middle,2018,27609,7265,436.71,9.8,88.23,119,9483,1389880162,4249,8182,28.41,46.93,34.12,7.06,19.66,81.37,84.52,45.37
Brazil,Europe,Lower-Middle,2001,43917,7279,12.88,22.2,84.24,4815,4368,859108445,37833,5464,70.49,12.13,29.69,1.8,1.55,54.99,61.85,51.79
Pakistan,North America,Low,2020,23054,5238,200.17,17.78,59.94,3022,8322,662306107,40784,9540,49.16,25.96,16.01,7.54,13.01,41.37,51.95,58.29
China,Asia,Upper-Middle,2019,28176,5331,146.03,47.7,68.59,2928,9106,996466302,52466,2996,67.68,19.19,22.34,7.28,17.06,50.03,63.92,28.98
Pakistan,Africa,Upper-Middle,2022,24304,5908,289.48,12.87,58.85,1170,149,887518353,17473,5786,63.97,21.05,38.06,9.98,2.97,95.32,74.15,32.63
India,Europe,Lower-Middle,2020,45940,994,132.75,24.1,92.94,3991,7654,1020397524,18872,1894,31.44,23.26,5.81,9.13,11.9,55.02,91.33,78.28
India,Africa,Low,2023,37423,1561,162.49,46.97,76.92,3620,1825,888767987,44299,3661,56.02,47.83,32.8,6.88,8.18,37.54,74.93,52.18
Russia,Asia,High,2003,30302,4131,426.52,39.67,83.95,4754,5418,937192479,53517,7609,39.41,16.64,13.81,7.15,9.0,35.79,58.78,44.86
South Africa,Asia,High,2011,25295,6168,305.56,48.26,82.12,2013,4311,100099004,43893,8234,59.23,27.17,11.48,9.47,18.29,42.63,98.65,50.37
South Africa,South America,Lower-Middle,2021,3111,908,81.38,30.81,89.32,1537,7295,885506933,36257,5736,71.66,47.82,13.13,9.68,11.0,38.93,63.23,32.24
USA,Asia,Upper-Middle,2019,22575,3610,365.97,17.36,92.72,1923,9230,440293597,38933,3115,25.69,26.42,7.09,8.29,2.32,64.65,98.28,36.79
Indonesia,Africa,Low,2017,16979,8471,111.66,41.51,51.46,4351,6788,94660634,5041,9344,56.1,43.86,39.72,7.7,18.78,54.33,95.88,56.09
Pakistan,North America,Upper-Middle,2000,9680,8419,222.17,15.28,93.89,3191,8546,1238822286,31178,729,63.23,7.64,35.45,1.2,4.11,88.9,76.58,45.12
Bangladesh,North America,High,2000,9804,2665,326.84,9.07,89.17,4903,2429,209974989,18844,7240,40.68,47.89,23.24,8.32,17.91,91.68,54.51,53.28
Nigeria,South America,Upper-Middle,2023,15110,1663,143.25,35.61,67.23,3356,3245,61072596,45654,5397,86.71,13.44,30.03,2.61,19.43,63.13,84.08,30.48
South Africa,Africa,High,2013,8937,2890,198.21,32.31,87.67,2873,2604,650416055,9346,4097,56.42,49.1,24.48,5.68,17.62,92.2,91.44,30.95
Nigeria,Africa,Low,2003,43618,1824,369.73,44.07,83.15,4620,1397,433891353,34346,59,32.78,12.9,33.41,4.11,13.7,61.53,71.82,46.88
Russia,Asia,Low,2004,13021,3921,469.58,48.13,85.69,515,993,275343960,36342,6513,27.55,25.0,34.57,3.52,15.0,74.94,61.71,46.52
Nigeria,Africa,Lower-Middle,2010,24528,8323,269.33,43.0,59.93,4260,2132,1261072300,42815,5371,57.92,18.89,13.15,3.17,14.15,41.38,89.34,81.83
Bangladesh,Europe,Lower-Middle,2023,39828,895,14.89,3.94,79.19,2016,5429,630606494,5529,4266,46.27,24.5,21.09,8.57,9.48,33.68,76.71,22.34
Brazil,Asia,Upper-Middle,2022,27801,9458,175.85,33.56,51.17,4216,3004,1040481339,59302,8915,33.48,16.27,27.22,7.71,5.85,41.21,59.68,89.5
Bangladesh,Europe,Low,2012,38515,3310,205.33,39.45,88.17,2865,7066,124761204,16772,7784,22.15,48.44,39.25,5.28,6.06,47.63,96.53,86.96
Nigeria,South America,Low,2015,22240,3195,176.2,49.11,92.8,3974,7558,691732847,49113,7556,59.66,18.76,28.89,6.68,14.76,82.57,96.46,57.96
Bangladesh,North America,Lower-Middle,2023,37345,7852,223.77,19.36,79.8,1684,6863,923461765,24270,1506,61.9,34.4,36.42,9.85,12.71,42.15,67.99,70.31
China,South America,High,2012,21782,2313,320.01,9.32,73.07,1200,2910,63108847,13604,93,29.93,11.19,34.61,4.04,11.91,39.15,53.14,85.47
Russia,North America,Upper-Middle,2023,11358,8686,69.35,42.79,82.66,2402,785,333555671,16355,7376,62.12,42.1,25.37,5.56,13.23,94.93,80.91,37.58
Pakistan,South America,Upper-Middle,2021,44659,8205,143.59,16.56,64.69,1931,4991,693009449,38024,7826,86.64,29.41,36.28,5.38,15.61,78.22,65.54,42.09
Brazil,Africa,Lower-Middle,2001,44214,972,258.75,30.31,78.19,4399,745,350972382,56027,4620,88.48,49.08,18.21,9.37,15.09,63.13,53.25,27.76
South Africa,Europe,Low,2015,15686,6745,164.63,20.1,82.35,2702,6787,132100498,37963,2621,82.19,24.05,18.27,3.58,2.56,36.65,93.7,59.47
India,North America,Lower-Middle,2005,34685,4338,495.63,20.71,56.42,4443,7763,435400132,1419,9657,76.5,13.8,32.33,9.86,7.58,89.63,98.91,31.16
Pakistan,Asia,Lower-Middle,2013,31694,5808,221.4,36.89,56.3,1837,5157,999424913,43206,8250,34.66,20.57,9.71,3.12,5.65,37.58,67.17,85.16
India,Europe,Lower-Middle,2000,25730,8181,436.2,18.71,82.23,2509,1496,1014595074,35026,5682,30.95,38.16,15.7,1.18,11.0,72.77,86.49,50.21
Russia,Asia,Lower-Middle,2016,27518,2680,449.29,34.96,69.43,726,405,1376327562,35099,1912,51.15,34.66,26.3,1.99,1.7,76.74,53.22,84.38
Brazil,Europe,High,2010,49762,7866,419.64,1.7,90.01,640,2011,529967645,9863,1283,63.37,40.03,19.7,4.32,15.37,58.01,68.12,34.36
USA,Europe,High,2018,25165,9409,32.98,16.91,64.04,4870,8565,417845748,52930,3175,79.55,8.31,37.93,6.53,2.58,93.79,55.33,68.58
South Africa,South America,Low,2002,42222,7606,474.4,16.63,51.91,94,8072,1083586658,50011,4761,36.24,31.12,38.55,5.22,5.79,33.55,52.71,65.33
China,North America,Lower-Middle,2010,46859,5980,73.08,37.69,79.24,3778,7278,125917259,57238,2507,53.58,46.95,22.59,3.83,15.76,87.27,78.85,47.98
USA,North America,High,2004,40659,7050,26.86,16.41,80.79,746,5887,434636270,14755,8251,65.32,9.86,23.87,5.66,1.51,68.77,89.3,82.88
Russia,Europe,Low,2016,44632,3562,213.04,32.03,74.91,2717,4198,108343095,4310,6749,51.19,9.25,30.36,8.4,13.37,72.78,72.2,50.44
Pakistan,Africa,Lower-Middle,2021,43639,6116,105.37,34.74,80.75,236,4371,113914031,1940,8509,51.79,37.25,21.0,8.41,18.53,99.08,75.68,33.89
China,Africa,Upper-Middle,2006,22016,9137,100.26,33.26,73.57,3367,6359,1230365572,44379,7207,35.76,19.18,11.65,7.29,12.54,70.79,63.27,88.39
Bangladesh,Asia,High,2009,35772,3772,151.03,30.56,81.17,1317,6190,174361242,2219,2764,89.07,34.64,31.14,9.53,14.4,85.79,86.08,50.9
Nigeria,Asia,Low,2010,25173,5698,131.72,21.27,51.98,4214,7804,1314165605,55324,4596,53.26,29.54,30.82,5.94,15.95,40.75,67.69,34.57
China,South America,Upper-Middle,2002,5739,2110,345.55,19.29,66.58,4240,753,36316235,44713,7414,57.29,49.37,13.57,0.18,4.83,86.65,53.31,45.45
Russia,Europe,Lower-Middle,2019,49944,3084,101.52,28.66,59.49,4396,6172,569204936,1055,7269,35.3,45.01,34.15,2.98,11.83,83.28,58.11,62.95
Indonesia,Asia,Lower-Middle,2009,26915,2437,276.13,4.12,54.47,3968,383,1103998353,42693,7686,55.99,35.51,26.48,3.35,6.53,97.77,56.29,55.84
Nigeria,Asia,Lower-Middle,2009,38388,7058,493.35,43.92,60.53,1662,5915,286393154,12612,9633,37.87,16.78,13.27,5.52,5.37,95.5,71.36,64.46
India,Europe,High,2013,27695,8081,221.87,41.44,58.61,1877,4137,1074038422,2797,7591,34.16,16.79,27.82,9.06,4.25,44.98,53.2,66.33
South Africa,South America,Low,2011,39661,1849,324.52,17.97,93.79,36,8341,1181064925,2035,9324,39.3,44.7,13.18,8.4,11.92,62.55,89.52,28.64
India,Asia,Upper-Middle,2014,29823,4457,484.99,28.77,62.89,4659,5699,658291449,15431,8535,20.19,31.34,14.28,2.4,15.99,93.8,94.49,42.04
China,South America,Low,2009,35464,2830,77.44,46.68,60.39,942,3030,787962775,6782,2885,59.91,40.52,34.68,5.24,17.58,74.85,62.17,72.41
India,North America,High,2009,36734,1177,215.12,14.31,87.57,3468,3302,794253732,54737,8063,47.12,25.24,37.53,6.63,8.86,62.46,73.79,65.53
Russia,South America,Low,2018,31263,8580,426.59,37.38,68.86,476,6886,387951908,29134,8005,82.91,9.64,13.99,9.88,7.77,37.63,75.43,26.18
Bangladesh,Africa,High,2000,35174,7415,466.83,5.05,68.97,2710,6907,1324996675,44762,4255,22.85,19.97,37.48,0.41,13.9,54.62,98.27,42.06
Pakistan,Africa,Lower-Middle,2023,18605,7661,304.61,26.65,69.96,1508,5348,1109890168,25985,2204,23.02,12.25,13.36,4.69,15.72,76.57,53.22,85.19
South Africa,South America,Upper-Middle,2009,45151,7585,80.28,44.31,68.74,627,1574,561173564,35229,5158,82.01,40.18,9.1,9.88,5.44,84.38,82.73,80.34
India,Africa,Lower-Middle,2001,30239,9414,451.72,28.03,64.7,3787,67,461670491,57794,3973,28.87,36.52,7.04,9.77,6.3,61.3,66.94,66.94
India,North America,Low,2016,48705,2858,95.48,31.2,62.89,4563,3506,571390543,25087,6134,20.15,8.98,13.47,3.37,10.9,33.91,74.59,25.1
China,Europe,Lower-Middle,2023,32469,4347,182.91,45.47,89.69,2697,5404,1132436231,34247,7312,32.52,32.96,18.48,0.1,9.17,74.32,60.63,62.49
Pakistan,Africa,Upper-Middle,2006,14997,4609,194.0,36.05,57.28,1514,5152,873187695,33540,3918,77.67,44.34,37.46,5.91,14.26,94.51,57.85,20.85
USA,Africa,Lower-Middle,2006,2316,498,229.17,35.1,58.15,3977,2958,1240981889,46043,3840,76.19,36.38,13.48,8.68,10.34,64.75,61.93,66.28
India,South America,Upper-Middle,2019,26983,5058,397.18,29.73,75.73,189,4483,655441629,24141,9086,43.81,28.0,17.79,3.31,2.68,94.99,53.49,71.18
Russia,North America,Upper-Middle,2008,43981,4943,403.05,32.02,65.46,2595,8574,420833191,27073,9949,66.76,19.03,30.7,9.35,3.74,54.79,63.63,54.81
Indonesia,Europe,Lower-Middle,2021,22659,843,362.63,40.38,68.97,2079,3144,999243933,5644,2057,55.51,44.92,15.57,3.39,18.09,92.05,83.83,20.27
South Africa,South America,High,2001,4349,486,20.84,48.98,86.29,4868,1597,872709450,54285,1323,83.33,24.03,28.95,6.14,4.93,85.04,81.92,66.66
India,South America,Low,2013,22112,6062,286.77,39.97,90.66,931,8979,1261737556,57762,6923,23.95,43.49,20.12,7.25,1.48,97.32,77.17,77.38
Russia,North America,High,2016,40117,5919,376.27,35.67,85.57,3102,4272,117536307,2188,6902,76.92,40.23,11.88,3.52,14.76,85.37,50.02,61.01
Russia,Europe,High,2000,34326,1670,227.87,7.64,60.57,4850,6676,1268466078,48588,9454,31.94,41.73,30.69,3.59,13.84,52.5,56.16,69.64
South Africa,North America,Lower-Middle,2008,44998,4358,473.02,41.04,94.1,1520,3688,1347268544,18479,7861,47.41,49.54,5.95,4.75,12.2,93.04,91.3,26.32
USA,Europe,Low,2019,19206,998,413.67,37.06,66.34,3609,1008,404374535,32303,2314,33.44,38.69,15.23,8.37,10.29,76.88,63.32,70.07
Russia,North America,Low,2020,25063,3994,322.7,38.75,57.61,3286,8761,731179105,16654,1660,69.18,6.53,17.47,1.1,19.41,41.34,94.7,62.99
Indonesia,South America,High,2018,4859,9369,40.59,12.32,72.48,2729,3353,452077199,52894,9660,67.48,14.24,21.04,6.35,2.84,33.22,92.85,43.17
Russia,South America,Lower-Middle,2003,31169,241,329.65,45.27,82.64,4742,3511,1378370074,37951,1836,58.35,6.58,28.8,6.81,10.45,55.61,57.59,67.97
Russia,Asia,Low,2007,13309,1453,456.67,5.77,53.75,1033,4024,499706002,15623,4449,68.87,13.55,21.08,5.62,11.5,85.08,94.01,65.19
Russia,Africa,High,2012,38928,2040,195.93,13.43,78.54,161,5117,287305820,24498,3532,64.77,7.76,25.8,9.36,0.94,73.28,80.76,61.96
Bangladesh,North America,Low,2003,29954,1154,420.68,33.49,88.61,22,4338,833800232,55491,6596,74.35,27.57,25.85,6.06,8.53,66.9,80.88,32.81
Bangladesh,Asia,Lower-Middle,2008,7754,598,163.45,34.01,61.78,724,4665,729646023,6286,8621,36.76,6.27,18.06,6.38,15.76,30.26,91.78,40.74
USA,Africa,Lower-Middle,2008,46090,5811,289.35,16.35,81.19,3160,5337,809487485,59559,6645,50.02,26.27,37.69,6.04,9.69,60.49,69.85,89.4
India,North America,Lower-Middle,2021,25285,8812,327.73,35.37,68.0,3635,7630,458129318,30789,743,30.61,45.45,38.45,7.25,17.57,41.04,86.03,50.32
Russia,Europe,Low,2017,2593,7953,342.22,20.01,68.64,258,5868,932537816,5629,9689,50.07,38.69,25.36,1.44,13.07,61.82,82.72,24.16
Pakistan,Africa,Upper-Middle,2011,44998,1834,442.45,1.01,62.64,1154,5630,246602201,29414,7075,69.12,47.48,7.51,8.95,15.44,99.42,87.8,82.93
India,South America,Low,2009,41485,854,124.96,8.97,78.1,4492,9122,928885721,26277,1805,68.4,15.2,22.19,0.52,16.19,91.57,82.35,32.11
USA,Asia,Upper-Middle,2010,32509,9040,138.56,44.25,66.24,4544,7014,368021584,3345,7083,69.66,28.9,11.45,6.44,13.95,51.74,53.92,48.25
